id,username,email,password,role,points,rank,gender,age,height_cm,weight_kg,bmi,country,occupation,createdAt
509,Võ Mỹ Tuyết,võtuyet509@outlook.com,user123,user,3430,gold,Nữ,34,159,59.3,23.5,Singapore,Doanh nhân,2025-07-01T20:41:06
510,Lý Hoàng Việt,lyviet510@gmail.com,user123,user,2579,gold,Nam,20,162,49.1,18.7,Nhật Bản,Quản lý dự án,2025-10-18T20:41:06
511,Ngô Minh Quân,ngoquan511@outlook.com,user123,user,283,iron,Nam,31,180,69.4,21.4,Nhật Bản,Nhân viên văn phòng,2026-01-15T20:41:06
512,Vũ Thanh Hùng,vũhùng512@yahoo.com,user123,user,1253,bronze,Nam,36,177,68.9,22.0,Canada,Thiết kế đồ họa,2025-09-18T20:41:06
513,Dương Hữu Dũng,duongdũng513@hotmail.com,user123,user,819,bronze,Nam,26,182,78.0,23.5,Hàn Quốc,Nhà báo,2026-05-22T20:41:06
514,Trần Hoàng Hùng,tranhùng514@yahoo.com,user123,user,1,iron,Nam,36,172,71.8,24.3,Canada,Thiết kế đồ họa,2026-04-19T20:41:06
515,Vũ Công Long,vũlong515@outlook.com,user123,user,832,bronze,Nam,41,176,64.6,20.9,Thái Lan,Kiến trúc sư,2026-02-14T20:41:06
516,Hồ Hoàng Anh,hoanh516@hotmail.com,user123,user,27078,master,Nam,24,182,81.1,24.5,Việt Nam,Luật sư,2026-05-17T20:41:06
517,Vũ Hữu Thiện,vũthien517@hotmail.com,user123,user,25784,master,Nam,20,169,62.3,21.8,Việt Nam,Giáo viên,2026-02-26T20:41:06
518,Ngô Phương Vân,ngovan518@outlook.com,user123,user,1527,gold,Nữ,26,152,51.8,22.4,Canada,Nhà báo,2025-12-08T20:41:06
519,Vũ Ngọc Phương,vũphuong519@hotmail.com,user123,user,1456,bronze,Nữ,31,155,49.3,20.5,Trung Quốc,Nhân viên văn phòng,2025-05-27T20:41:06
520,Trần Thanh Khoa,trankhoa520@outlook.com,user123,user,16,iron,Nam,34,166,54.3,19.7,Hàn Quốc,Kỹ sư phần mềm,2025-08-16T20:41:06
521,Huỳnh Công Khoa,huynhkhoa521@yahoo.com,user123,user,2068,gold,Nam,19,166,55.1,20.0,Đức,Nhân viên văn phòng,2026-01-07T20:41:06
522,Lê Quốc Bảo,lebao522@outlook.com,user123,user,3820,gold,Nam,45,168,65.5,23.2,Singapore,Marketing,2025-09-29T20:41:06
523,Đặng Văn Anh,danganh523@outlook.com,user123,user,977,bronze,Nam,23,164,56.4,21.0,Việt Nam,Doanh nhân,2025-09-17T20:41:06
524,Phạm Hữu Anh,phamanh524@yahoo.com,user123,user,1269,bronze,Nam,44,177,66.2,21.1,Thái Lan,Thiết kế đồ họa,2025-09-20T20:41:06
525,Hoàng Quốc Dũng,hoangdũng525@yahoo.com,user123,user,12929,diamond,Nam,35,164,65.3,24.3,Việt Nam,Quản lý dự án,2025-07-06T20:41:06
526,Nguyễn Quốc Cường,nguyễncuong526@yahoo.com,user123,user,1166,bronze,Nam,19,169,65.1,22.8,Việt Nam,Y tá,2026-02-13T20:41:06
527,Phạm Công Vũ,phamvũ527@yahoo.com,user123,user,4057,platinum,Nam,34,174,74.5,24.6,Úc,Kỹ sư phần mềm,2026-03-26T20:41:06
528,Đặng Thanh Tâm,dangtam528@outlook.com,user123,user,1903,gold,Nữ,43,170,57.0,19.7,Thái Lan,Freelancer,2025-06-10T20:41:06
529,Phạm Quốc Hải,phamhai529@gmail.com,user123,user,12160,diamond,Nam,31,166,57.5,20.9,Trung Quốc,Freelancer,2025-11-10T20:41:06
530,Hoàng Mỹ Loan,hoangloan530@gmail.com,user123,user,9704,diamond,Nữ,35,156,46.7,19.2,Trung Quốc,Doanh nhân,2026-04-21T20:41:06
531,Hồ Mỹ Yến,hoyen531@outlook.com,user123,user,525,bronze,Nữ,35,165,62.9,23.1,Việt Nam,Marketing,2026-04-29T20:41:06
532,Ngô Đức Anh,ngoanh532@outlook.com,user123,user,66,iron,Nam,35,173,62.8,21.0,Hàn Quốc,Y tá,2025-06-24T20:41:06
533,Lý Hữu Xuân,lyxuan533@outlook.com,user123,user,2661,gold,Nam,36,165,50.4,18.5,Thái Lan,Thiết kế đồ họa,2026-04-28T20:41:06
534,Hoàng Quốc Nhân,hoangnhan534@yahoo.com,user123,user,223,iron,Nam,21,164,54.4,20.2,Mỹ,Thiết kế đồ họa,2025-08-12T20:41:06
535,Hoàng Bích Tuyết,hoangtuyet535@yahoo.com,user123,user,7361,platinum,Nữ,21,165,52.0,19.1,Nhật Bản,Kế toán,2025-09-14T20:41:06
536,Trần Hoàng Trung,trantrung536@outlook.com,user123,user,489,iron,Nam,37,163,56.4,21.2,Đức,Marketing,2026-05-20T20:41:06
537,Vũ Phương Loan,vũloan537@hotmail.com,user123,user,150,iron,Nữ,40,157,57.3,23.2,Thái Lan,Marketing,2025-07-11T20:41:06
538,Bùi Thanh Tuấn,bùituan538@gmail.com,user123,user,810,bronze,Nam,35,171,56.4,19.3,Việt Nam,Freelancer,2026-05-25T20:41:06
539,Phạm Minh Dũng,phamdũng539@hotmail.com,user123,user,1646,gold,Nam,30,176,67.2,21.7,Việt Nam,Luật sư,2026-04-08T20:41:06
540,Ngô Thị Tâm,ngotam540@hotmail.com,user123,user,891,bronze,Nữ,36,163,58.8,22.1,Trung Quốc,Luật sư,2026-02-25T20:41:06
541,Ngô Thanh Linh,ngolinh541@hotmail.com,user123,user,1462,bronze,Nữ,23,169,65.3,22.9,Việt Nam,Giáo viên,2025-12-17T20:41:06
542,Hồ Quốc Khoa,hokhoa542@yahoo.com,user123,user,1269,bronze,Nam,39,168,67.3,23.8,Úc,Quản lý dự án,2026-01-15T20:41:06
543,Bùi Minh Trung,bùitrung543@outlook.com,user123,user,2747,gold,Nam,33,178,63.2,19.9,Việt Nam,Marketing,2026-03-07T20:41:06
544,Đặng Thanh Nga,dangnga544@hotmail.com,user123,user,2817,gold,Nữ,34,166,58.7,21.3,Trung Quốc,Marketing,2026-03-19T20:41:06
545,Lê Thanh Anh,leanh545@yahoo.com,user123,user,871,bronze,Nam,26,166,51.3,18.6,Việt Nam,Sinh viên,2025-11-01T20:41:06
546,Võ Phương Ngân,võngan546@yahoo.com,user123,user,1040,bronze,Nữ,25,152,42.4,18.4,Đức,Kỹ sư phần mềm,2026-05-12T20:41:06
547,Đặng Minh Lâm,danglam547@outlook.com,user123,user,4163,platinum,Nam,25,168,52.5,18.6,Việt Nam,Bác sĩ,2026-05-11T20:41:06
548,Võ Đức Việt,võviet548@gmail.com,user123,user,167,iron,Nam,25,164,53.2,19.8,Hàn Quốc,Bác sĩ,2025-11-04T20:41:06
549,Đặng Mỹ Thủy,dangthủy549@hotmail.com,user123,user,55,iron,Nữ,39,159,44.3,17.5,Đức,Giáo viên,2026-01-29T20:41:06
550,Võ Quốc Tuấn,võtuan550@yahoo.com,user123,user,492,iron,Nam,35,175,63.4,20.7,Việt Nam,Kiến trúc sư,2025-05-28T20:41:06
551,Bùi Phương Thủy,bùithủy551@gmail.com,user123,user,3888,gold,Nữ,45,164,51.5,19.1,Việt Nam,Thiết kế đồ họa,2026-05-02T20:41:06
552,Dương Minh Xuân,duongxuan552@outlook.com,user123,user,3492,gold,Nam,36,172,60.7,20.5,Việt Nam,Luật sư,2026-05-03T20:41:06
553,Nguyễn Thị Yến,nguyễnyen553@yahoo.com,user123,user,888,bronze,Nữ,38,169,52.1,18.2,Việt Nam,Lập trình viên,2025-12-11T20:41:06
554,Dương Thị Phương,duongphuong554@hotmail.com,user123,user,8343,diamond,Nữ,40,158,52.9,21.2,Mỹ,Freelancer,2025-08-13T20:41:06
555,Nguyễn Kim Trinh,nguyễntrinh555@hotmail.com,user123,user,14912,diamond,Nữ,18,170,63.4,21.9,Thái Lan,Nhà báo,2026-02-25T20:41:06
556,Võ Hữu Vũ,võvũ556@hotmail.com,user123,user,8422,diamond,Nam,30,165,54.6,20.1,Mỹ,Kỹ sư phần mềm,2025-09-05T20:41:06
557,Hoàng Văn Phong,hoangphong557@gmail.com,user123,user,964,bronze,Nam,38,164,53.7,20.0,Canada,Quản lý dự án,2025-12-09T20:41:06
558,Đặng Thanh Quang,dangquang558@hotmail.com,user123,user,646,bronze,Nam,32,167,51.4,18.4,Việt Nam,Quản lý dự án,2026-03-20T20:41:06
559,Hồ Kim Trinh,hotrinh559@hotmail.com,user123,user,3621,gold,Nữ,34,153,55.0,23.5,Việt Nam,Y tá,2025-12-15T20:41:06
560,Đỗ Hữu Minh,dỗminh560@yahoo.com,user123,user,2746,gold,Nam,22,180,76.8,23.7,Nhật Bản,Quản lý dự án,2025-06-07T20:41:06
561,Ngô Đức Bảo,ngobao561@outlook.com,user123,user,123,iron,Nam,21,174,73.5,24.3,Việt Nam,Lập trình viên,2025-07-06T20:41:06
562,Phan Thanh Vân,phanvan562@hotmail.com,user123,user,1064,bronze,Nữ,35,160,53.0,20.7,Nhật Bản,Kiến trúc sư,2025-12-26T20:41:06
563,Hồ Thanh Giang,hogiang563@yahoo.com,user123,user,2822,gold,Nam,43,179,64.4,20.1,Việt Nam,Lập trình viên,2025-08-18T20:41:06
564,Hồ Kim Loan,holoan564@gmail.com,user123,user,601,bronze,Nữ,25,160,59.1,23.1,Trung Quốc,Nhà báo,2026-02-21T20:41:06
565,Hồ Thị Thảo,hothao565@hotmail.com,user123,user,797,bronze,Nữ,42,159,48.4,19.1,Nhật Bản,Luật sư,2025-07-05T20:41:06
566,Lê Thị Thảo,lethao566@yahoo.com,user123,user,934,bronze,Nữ,19,154,54.6,23.0,Việt Nam,Bác sĩ,2025-08-26T20:41:06
567,Hoàng Thanh Nghĩa,hoangnghĩa567@hotmail.com,user123,user,2054,gold,Nam,38,164,52.4,19.5,Hàn Quốc,Lập trình viên,2025-06-22T20:41:06
568,Bùi Quốc Quang,bùiquang568@gmail.com,user123,user,1487,bronze,Nam,35,180,66.4,20.5,Thái Lan,Sinh viên,2026-05-14T20:41:06
569,Dương Phương Nhung,duongnhung569@hotmail.com,user123,user,769,bronze,Nữ,45,168,61.6,21.8,Singapore,Kế toán,2025-09-14T20:41:06
570,Dương Quốc Liêm,duongliem570@yahoo.com,user123,user,1249,bronze,Nam,26,170,69.8,24.2,Việt Nam,Kiến trúc sư,2025-08-01T20:41:06
571,Hoàng Đức Phúc,hoangphúc571@outlook.com,user123,user,1165,bronze,Nam,23,166,55.1,20.0,Đức,Doanh nhân,2026-01-01T20:41:06
572,Nguyễn Công Hải,nguyễnhai572@yahoo.com,user123,user,1140,bronze,Nam,26,164,53.4,19.9,Úc,Nhà báo,2025-12-29T20:41:06
573,Phạm Thị My,phammy573@gmail.com,user123,user,9928,diamond,Nữ,35,160,54.9,21.4,Việt Nam,Marketing,2026-05-25T20:41:06
574,Trần Kim Tâm,trantam574@yahoo.com,user123,user,914,bronze,Nữ,45,163,47.5,17.9,Nhật Bản,Nhà báo,2025-06-10T20:41:06
575,Ngô Minh Phong,ngophong575@hotmail.com,user123,user,17272,master,Nam,24,179,63.0,19.7,Thái Lan,Doanh nhân,2025-08-09T20:41:06
576,Nguyễn Thanh Thiện,nguyễnthien576@yahoo.com,user123,user,11031,diamond,Nam,22,165,59.9,22.0,Pháp,Nhân viên văn phòng,2025-07-26T20:41:06
577,Vũ Văn Long,vũlong577@yahoo.com,user123,user,992,bronze,Nam,42,162,51.8,19.7,Úc,Y tá,2025-07-25T20:41:06
578,Phan Minh Nam,phannam578@yahoo.com,user123,user,2126,gold,Nam,34,167,53.5,19.2,Singapore,Quản lý dự án,2026-04-18T20:41:06
579,Vũ Minh Việt,vũviet579@gmail.com,user123,user,14366,diamond,Nam,40,162,58.9,22.4,Việt Nam,Giáo viên,2025-09-20T20:41:06
580,Võ Quốc Long,võlong580@yahoo.com,user123,user,190,iron,Nam,42,179,73.3,22.9,Thái Lan,Freelancer,2026-03-14T20:41:06
581,Hồ Bích Thu,hothu581@outlook.com,user123,user,1152,bronze,Nữ,36,169,59.6,20.9,Trung Quốc,Nhân viên văn phòng,2025-12-28T20:41:06
582,Vũ Thị Uyên,vũuyen582@yahoo.com,user123,user,11276,diamond,Nữ,26,160,45.2,17.7,Canada,Kỹ sư phần mềm,2025-07-11T20:41:06
583,Vũ Hữu Phong,vũphong583@gmail.com,user123,user,2022,gold,Nam,21,171,68.1,23.3,Việt Nam,Luật sư,2025-11-02T20:41:06
584,Phạm Thanh Nga,phamnga584@yahoo.com,user123,user,292,iron,Nữ,42,157,55.6,22.6,Việt Nam,Quản lý dự án,2026-05-23T20:41:06
585,Vũ Công Lâm,vũlam585@hotmail.com,user123,user,988,bronze,Nam,30,177,67.8,21.6,Singapore,Freelancer,2026-02-07T20:41:06
586,Ngô Văn Phúc,ngophúc586@yahoo.com,user123,user,2401,gold,Nam,19,163,67.1,25.3,Việt Nam,Doanh nhân,2025-10-27T20:41:06
587,Võ Phương Chi,võchi587@yahoo.com,user123,user,35,iron,Nữ,37,152,50.0,21.6,Canada,Lập trình viên,2025-11-02T20:41:06
588,Huỳnh Thanh Giang,huynhgiang588@gmail.com,user123,user,5589,platinum,Nữ,31,153,43.2,18.5,Việt Nam,Sinh viên,2025-06-04T20:41:06
589,Hồ Đức Sơn,hoson589@gmail.com,user123,user,413,iron,Nam,39,162,54.5,20.8,Singapore,Kế toán,2025-07-08T20:41:06
590,Vũ Công Liêm,vũliem590@outlook.com,user123,user,2444,gold,Nam,42,169,59.5,20.8,Hàn Quốc,Luật sư,2025-08-15T20:41:06
591,Nguyễn Thu Nhung,nguyễnnhung591@gmail.com,user123,user,6910,platinum,Nữ,23,162,57.1,21.8,Singapore,Kỹ sư phần mềm,2025-06-17T20:41:06
592,Vũ Quốc Nghĩa,vũnghĩa592@outlook.com,user123,user,2292,gold,Nam,24,170,64.8,22.4,Pháp,Doanh nhân,2026-04-09T20:41:06
593,Hoàng Bích Nhung,hoangnhung593@yahoo.com,user123,user,11163,diamond,Nữ,43,165,55.3,20.3,Việt Nam,Luật sư,2025-08-27T20:41:06
594,Bùi Thanh Vân,bùivan594@gmail.com,user123,user,885,bronze,Nữ,44,161,60.9,23.5,Mỹ,Marketing,2025-06-19T20:41:06
595,Huỳnh Ngọc Dung,huynhdung595@hotmail.com,user123,user,1242,bronze,Nữ,41,165,60.8,22.3,Đức,Kỹ sư phần mềm,2025-10-11T20:41:06
596,Phạm Phương Quỳnh,phamquynh596@gmail.com,user123,user,1978,gold,Nữ,33,164,50.2,18.7,Úc,Y tá,2025-08-04T20:41:06
597,Phan Quốc Bảo,phanbao597@outlook.com,user123,user,27776,master,Nam,36,176,58.4,18.9,Đức,Freelancer,2025-08-14T20:41:06
598,Đỗ Mỹ Chi,dỗchi598@outlook.com,user123,user,260,iron,Nữ,41,157,46.7,18.9,Canada,Marketing,2025-12-18T20:41:06
599,Võ Mỹ Ngân,võngan599@outlook.com,user123,user,1841,gold,Nữ,44,160,55.4,21.6,Pháp,Marketing,2025-07-12T20:41:06
600,Nguyễn Hoàng Liêm,nguyễnliem600@hotmail.com,user123,user,650,bronze,Nam,29,172,55.9,18.9,Trung Quốc,Nhà báo,2025-12-11T20:41:06
601,Đỗ Thu Hương,dỗhuong601@yahoo.com,user123,user,29687,master,Nữ,33,155,45.4,18.9,Mỹ,Giáo viên,2026-04-24T20:41:06
602,Bùi Minh Minh,bùiminh602@hotmail.com,user123,user,5920,platinum,Nam,45,179,64.7,20.2,Mỹ,Giáo viên,2025-06-08T20:41:06
603,Hoàng Mỹ Mai,hoangmai603@gmail.com,user123,user,3659,gold,Nữ,22,169,59.9,21.0,Việt Nam,Sinh viên,2026-02-07T20:41:06
604,Ngô Quốc Khải,ngokhai604@yahoo.com,user123,user,9872,diamond,Nam,43,169,72.6,25.4,Pháp,Thiết kế đồ họa,2026-01-06T20:41:06
605,Huỳnh Mỹ Anh,huynhanh605@hotmail.com,user123,user,234,iron,Nữ,26,169,64.8,22.7,Úc,Freelancer,2025-10-04T20:41:06
606,Hoàng Bích Xuân,hoangxuan606@hotmail.com,user123,user,1950,gold,Nữ,35,169,64.3,22.5,Đức,Thiết kế đồ họa,2025-06-09T20:41:06
607,Trần Phương Trinh,trantrinh607@hotmail.com,user123,user,8757,diamond,Nữ,42,160,53.2,20.8,Hàn Quốc,Nhân viên văn phòng,2025-05-28T20:41:06
608,Huỳnh Phương Mai,huynhmai608@hotmail.com,user123,user,1141,bronze,Nữ,42,158,56.1,22.5,Trung Quốc,Marketing,2025-10-01T20:41:06
609,Bùi Thu Vân,bùivan609@gmail.com,user123,user,1259,bronze,Nữ,41,157,53.0,21.5,Việt Nam,Y tá,2025-10-02T20:41:06
610,Phan Bích Giang,phangiang610@outlook.com,user123,user,570,bronze,Nữ,43,168,63.0,22.3,Trung Quốc,Doanh nhân,2026-05-08T20:41:06
611,Đặng Hoàng Anh,danganh611@hotmail.com,user123,user,23,iron,Nam,42,167,67.0,24.0,Đức,Quản lý dự án,2026-03-26T20:41:06
612,Trần Bích Hoa,tranhoa612@gmail.com,user123,user,1649,gold,Nữ,44,169,51.7,18.1,Pháp,Thiết kế đồ họa,2026-04-05T20:41:06
613,Trần Quốc Giang,trangiang613@hotmail.com,user123,user,22461,master,Nam,20,170,69.3,24.0,Nhật Bản,Nhân viên văn phòng,2025-09-04T20:41:06
614,Lê Công Thắng,lethang614@gmail.com,user123,user,8089,diamond,Nam,35,179,62.7,19.6,Việt Nam,Doanh nhân,2025-07-12T20:41:06
615,Vũ Phương Yến,vũyen615@gmail.com,user123,user,593,bronze,Nữ,26,153,44.3,18.9,Hàn Quốc,Lập trình viên,2025-12-26T20:41:06
616,Đỗ Mỹ Thảo,dỗthao616@gmail.com,user123,user,15836,master,Nữ,34,153,44.0,18.8,Nhật Bản,Doanh nhân,2025-11-03T20:41:06
617,Huỳnh Bích Yến,huynhyen617@hotmail.com,user123,user,1313,bronze,Nữ,26,165,57.0,20.9,Đức,Kế toán,2026-05-14T20:41:06
618,Ngô Kim Hiền,ngohien618@gmail.com,user123,user,7481,platinum,Nữ,40,164,58.1,21.6,Việt Nam,Thiết kế đồ họa,2026-03-19T20:41:06
619,Phạm Đức Khải,phamkhai619@outlook.com,user123,user,808,bronze,Nam,38,174,69.4,22.9,Trung Quốc,Luật sư,2025-09-21T20:41:06
620,Ngô Mỹ Vân,ngovan620@yahoo.com,user123,user,326,iron,Nữ,22,167,61.0,21.9,Canada,Y tá,2025-10-17T20:41:06
621,Vũ Bích Thu,vũthu621@gmail.com,user123,user,211,iron,Nữ,42,153,51.0,21.8,Đức,Bác sĩ,2025-12-23T20:41:06
622,Phan Thanh Uyên,phanuyen622@outlook.com,user123,user,635,bronze,Nữ,28,153,48.7,20.8,Đức,Sinh viên,2025-11-25T20:41:06
623,Nguyễn Quốc Hải,nguyễnhai623@hotmail.com,user123,user,542,bronze,Nam,36,179,76.1,23.8,Singapore,Nhân viên văn phòng,2026-03-08T20:41:06
624,Lê Ngọc My,lemy624@hotmail.com,user123,user,1599,gold,Nữ,27,164,59.9,22.3,Pháp,Freelancer,2026-01-03T20:41:06
625,Bùi Đức Nhân,bùinhan625@yahoo.com,user123,user,1157,bronze,Nam,23,170,56.4,19.5,Canada,Lập trình viên,2025-11-28T20:41:06
626,Huỳnh Thanh Tuyết,huynhtuyet626@yahoo.com,user123,user,389,iron,Nữ,25,170,57.8,20.0,Hàn Quốc,Luật sư,2025-06-21T20:41:06
627,Hồ Thu Tuyết,hotuyet627@hotmail.com,user123,user,813,bronze,Nữ,23,152,45.9,19.9,Singapore,Kiến trúc sư,2025-05-27T20:41:06
628,Dương Minh Thiện,duongthien628@yahoo.com,user123,user,1807,gold,Nam,19,177,67.7,21.6,Việt Nam,Kỹ sư phần mềm,2025-07-04T20:41:06
629,Ngô Phương Hằng,ngohang629@hotmail.com,user123,user,8625,diamond,Nữ,20,170,55.4,19.2,Việt Nam,Thiết kế đồ họa,2025-12-23T20:41:06
630,Nguyễn Công Hiếu,nguyễnhieu630@outlook.com,user123,user,3681,gold,Nam,35,165,49.6,18.2,Việt Nam,Kiến trúc sư,2025-08-20T20:41:06
631,Lý Quốc Tuấn,lytuan631@hotmail.com,user123,user,3995,gold,Nam,42,173,57.6,19.2,Pháp,Sinh viên,2026-04-02T20:41:06
632,Đỗ Phương Mai,dỗmai632@hotmail.com,user123,user,219,iron,Nữ,43,157,43.8,17.8,Việt Nam,Kỹ sư phần mềm,2025-10-27T20:41:06
633,Ngô Quốc Sơn,ngoson633@yahoo.com,user123,user,3222,gold,Nam,28,171,66.8,22.8,Canada,Nhân viên văn phòng,2026-01-31T20:41:06
634,Hồ Bích Lan,holan634@yahoo.com,user123,user,220,iron,Nữ,36,163,61.4,23.1,Singapore,Nhân viên văn phòng,2025-07-04T20:41:06
635,Dương Kim Chi,duongchi635@outlook.com,user123,user,263,iron,Nữ,34,155,44.0,18.3,Úc,Nhân viên văn phòng,2025-12-31T20:41:06
636,Bùi Thị Thu,bùithu636@outlook.com,user123,user,11040,diamond,Nữ,43,170,56.8,19.7,Việt Nam,Doanh nhân,2025-10-14T20:41:06
637,Võ Minh Vũ,võvũ637@hotmail.com,user123,user,17187,master,Nam,32,174,63.1,20.8,Việt Nam,Giáo viên,2025-12-04T20:41:06
638,Ngô Quốc Việt,ngoviet638@yahoo.com,user123,user,983,bronze,Nam,41,180,71.0,21.9,Nhật Bản,Bác sĩ,2026-02-21T20:41:06
639,Trần Văn Hiếu,tranhieu639@yahoo.com,user123,user,205,iron,Nam,21,165,55.3,20.3,Việt Nam,Doanh nhân,2025-07-07T20:41:06
640,Phạm Thu Xuân,phamxuan640@outlook.com,user123,user,1479,bronze,Nữ,26,170,63.2,21.9,Hàn Quốc,Lập trình viên,2026-05-26T20:41:06
641,Phạm Ngọc Vân,phamvan641@gmail.com,user123,user,2469,gold,Nữ,31,160,49.7,19.4,Hàn Quốc,Lập trình viên,2025-12-03T20:41:06
642,Ngô Hoàng Quân,ngoquan642@hotmail.com,user123,user,8804,diamond,Nam,45,163,57.1,21.5,Nhật Bản,Nhân viên văn phòng,2025-12-09T20:41:06
643,Huỳnh Văn Nhân,huynhnhan643@gmail.com,user123,user,4123,platinum,Nam,34,174,65.1,21.5,Pháp,Luật sư,2025-10-09T20:41:06
644,Lê Hữu Tuấn,letuan644@gmail.com,user123,user,612,bronze,Nam,23,172,61.1,20.7,Mỹ,Freelancer,2025-11-08T20:41:06
645,Lê Phương Tuyết,letuyet645@yahoo.com,user123,user,3409,gold,Nữ,30,154,42.8,18.0,Úc,Sinh viên,2026-03-17T20:41:06
646,Ngô Ngọc Hiền,ngohien646@gmail.com,user123,user,1364,bronze,Nữ,18,169,65.2,22.8,Việt Nam,Kiến trúc sư,2026-05-20T20:41:06
647,Đặng Thu Hương,danghuong647@yahoo.com,user123,user,202,iron,Nữ,23,153,42.7,18.2,Mỹ,Freelancer,2026-02-16T20:41:06
648,Ngô Thanh Yến,ngoyen648@gmail.com,user123,user,104,iron,Nữ,45,169,52.1,18.2,Thái Lan,Kiến trúc sư,2025-12-31T20:41:06
649,Vũ Đức Quân,vũquan649@gmail.com,user123,user,7401,platinum,Nam,18,170,68.9,23.8,Đức,Nhà báo,2026-03-28T20:41:06
650,Hoàng Công Trung,hoangtrung650@outlook.com,user123,user,915,bronze,Nam,42,181,67.9,20.7,Việt Nam,Freelancer,2026-02-06T20:41:06
651,Đỗ Hoàng Anh,dỗanh651@gmail.com,user123,user,147,iron,Nam,18,177,73.1,23.3,Hàn Quốc,Marketing,2025-07-23T20:41:06
652,Phạm Văn Anh,phamanh652@outlook.com,user123,user,264,iron,Nam,18,178,61.5,19.4,Singapore,Sinh viên,2025-12-10T20:41:06
653,Bùi Thanh Hải,bùihai653@outlook.com,user123,user,402,iron,Nam,38,176,63.2,20.4,Pháp,Kỹ sư phần mềm,2026-02-25T20:41:06
654,Đỗ Quốc Phúc,dỗphúc654@hotmail.com,user123,user,4131,platinum,Nam,37,174,63.8,21.1,Úc,Lập trình viên,2025-09-08T20:41:06
655,Đặng Kim Chi,dangchi655@yahoo.com,user123,user,227,iron,Nữ,26,152,51.4,22.2,Trung Quốc,Nhà báo,2025-10-26T20:41:06
656,Nguyễn Quốc Bảo,nguyễnbao656@outlook.com,user123,user,7373,platinum,Nam,28,177,61.0,19.5,Việt Nam,Y tá,2026-03-07T20:41:06
657,Ngô Hữu Quang,ngoquang657@hotmail.com,user123,user,1536,gold,Nam,41,164,50.1,18.6,Mỹ,Nhà báo,2026-04-14T20:41:06
658,Phạm Công Việt,phamviet658@hotmail.com,user123,user,12508,diamond,Nam,42,163,60.1,22.6,Đức,Luật sư,2025-09-11T20:41:06
659,Huỳnh Bích Lan,huynhlan659@yahoo.com,user123,user,2359,gold,Nữ,29,154,51.2,21.6,Pháp,Giáo viên,2026-01-23T20:41:06
660,Lý Thanh Hằng,lyhang660@outlook.com,user123,user,556,bronze,Nữ,40,168,59.6,21.1,Việt Nam,Bác sĩ,2025-08-21T20:41:06
661,Lý Đức Phong,lyphong661@gmail.com,user123,user,3969,gold,Nam,40,169,67.9,23.8,Úc,Doanh nhân,2026-04-04T20:41:06
662,Đặng Ngọc Nhung,dangnhung662@gmail.com,user123,user,25329,master,Nữ,33,159,46.2,18.3,Đức,Luật sư,2026-04-21T20:41:06
663,Hoàng Kim Dung,hoangdung663@yahoo.com,user123,user,491,iron,Nữ,31,161,53.4,20.6,Việt Nam,Kế toán,2025-08-16T20:41:06
664,Dương Văn Dũng,duongdũng664@yahoo.com,user123,user,726,bronze,Nam,42,179,80.1,25.0,Pháp,Bác sĩ,2025-08-26T20:41:06
665,Đặng Phương Thu,dangthu665@yahoo.com,user123,user,3131,gold,Nữ,37,170,61.4,21.2,Úc,Nhà báo,2025-06-12T20:41:06
666,Ngô Kim Thu,ngothu666@yahoo.com,user123,user,212,iron,Nữ,24,154,53.7,22.6,Việt Nam,Lập trình viên,2026-01-14T20:41:06
667,Lê Ngọc Nhung,lenhung667@outlook.com,user123,user,1794,gold,Nữ,36,169,58.3,20.4,Việt Nam,Kỹ sư phần mềm,2025-09-27T20:41:06
668,Hoàng Công Khoa,hoangkhoa668@yahoo.com,user123,user,780,bronze,Nam,26,176,67.5,21.8,Thái Lan,Quản lý dự án,2026-01-25T20:41:06
669,Trần Mỹ Loan,tranloan669@yahoo.com,user123,user,352,iron,Nữ,20,152,47.7,20.6,Việt Nam,Nhân viên văn phòng,2025-08-09T20:41:06
670,Đỗ Thanh Cường,dỗcuong670@gmail.com,user123,user,2623,gold,Nam,42,182,79.3,23.9,Mỹ,Giáo viên,2026-05-21T20:41:06
671,Dương Minh Tuấn,duongtuan671@outlook.com,user123,user,353,iron,Nam,39,177,59.8,19.1,Mỹ,Lập trình viên,2026-03-22T20:41:06
672,Hồ Mỹ Vân,hovan672@hotmail.com,user123,user,774,bronze,Nữ,33,161,53.1,20.5,Singapore,Thiết kế đồ họa,2025-08-02T20:41:06
673,Dương Thanh Mai,duongmai673@gmail.com,user123,user,205,iron,Nữ,35,167,51.3,18.4,Úc,Marketing,2026-02-09T20:41:06
674,Lê Hoàng Long,lelong674@yahoo.com,user123,user,407,iron,Nam,39,163,54.9,20.7,Nhật Bản,Luật sư,2025-12-18T20:41:06
675,Bùi Minh Cường,bùicuong675@yahoo.com,user123,user,3175,gold,Nam,29,165,57.0,20.9,Việt Nam,Kỹ sư phần mềm,2026-05-25T20:41:06
676,Huỳnh Hữu Thắng,huynhthang676@outlook.com,user123,user,3217,gold,Nam,20,166,68.7,24.9,Canada,Thiết kế đồ họa,2025-12-03T20:41:06
677,Nguyễn Phương Tâm,nguyễntam677@yahoo.com,user123,user,1527,gold,Nữ,45,170,62.2,21.5,Việt Nam,Thiết kế đồ họa,2025-12-09T20:41:06
